bi_reference,year,quarter,data_subject_type,data_type,decision_taken,incident_category,incident_type,no_data_subjects_affected,sector,time_taken_to_report
BI69612,2025,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,More than 1 week
BI69613,2025,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI69613,2025,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI69613,2025,Qtr 2,Patients,Sex life data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI69618,2025,Qtr 2,Customers or prospective customers,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI69621,2025,Qtr 2,Employees,Health data,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Health,More than 1 week
BI69623,2025,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI69627,2025,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,100 to 1k,Health,Less than 24 hours
BI69627,2025,Qtr 2,Employees,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,100 to 1k,Health,Less than 24 hours
BI69632,2025,Qtr 2,Vulnerable adults,Basic personal identifiers,Not Yet Assigned,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI69632,2025,Qtr 2,Vulnerable adults,Health data,Not Yet Assigned,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI69635,2025,Qtr 2,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Health,Less than 24 hours
BI69638,2025,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI69640,2025,Qtr 2,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,10 to 99,Health,More than 1 week
BI69640,2025,Qtr 2,Employees,Data revealing racial or ethnic origin,Informal Action Taken,Non Cyber,Unauthorised access,10 to 99,Health,More than 1 week
BI69640,2025,Qtr 2,Employees,Sexual orientation data,Informal Action Taken,Non Cyber,Unauthorised access,10 to 99,Health,More than 1 week
BI69646,2025,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,More than 1 week
BI69646,2025,Qtr 2,Employees,Health data,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,More than 1 week
BI69649,2025,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI69649,2025,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI69658,2025,Qtr 2,Patients,Unknown,No Further Action,Non Cyber,Hardware/software misconfiguration,1 to 9,Health,More than 1 week
BI69663,2025,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,More than 1 week
BI69663,2025,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,More than 1 week
BI69663,2025,Qtr 2,Children,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,More than 1 week
BI69663,2025,Qtr 2,Children,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,More than 1 week
BI69665,2025,Qtr 2,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI69665,2025,Qtr 2,Employees,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI69671,2025,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI69671,2025,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI69672,2025,Qtr 2,Vulnerable adults,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,100 to 1k,Health,Less than 24 hours
BI69672,2025,Qtr 2,Customers or prospective customers,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,100 to 1k,Health,Less than 24 hours
BI69672,2025,Qtr 2,Children,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,100 to 1k,Health,Less than 24 hours
BI69677,2025,Qtr 2,Users,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,More than 1 week
BI69677,2025,Qtr 2,Users,Data revealing racial or ethnic origin,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,More than 1 week
BI69680,2025,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,100 to 1k,Health,24 hours to 72 hours
BI69682,2025,Qtr 2,Vulnerable adults,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,10 to 99,Health,24 hours to 72 hours
BI69682,2025,Qtr 2,Vulnerable adults,Health data,Informal Action Taken,Cyber,Phishing,10 to 99,Health,24 hours to 72 hours
BI69682,2025,Qtr 2,Vulnerable adults,Location data,Informal Action Taken,Cyber,Phishing,10 to 99,Health,24 hours to 72 hours
BI69682,2025,Qtr 2,Users,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,10 to 99,Health,24 hours to 72 hours
BI69682,2025,Qtr 2,Users,Health data,Informal Action Taken,Cyber,Phishing,10 to 99,Health,24 hours to 72 hours
BI69682,2025,Qtr 2,Users,Location data,Informal Action Taken,Cyber,Phishing,10 to 99,Health,24 hours to 72 hours
BI69682,2025,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,10 to 99,Health,24 hours to 72 hours
BI69682,2025,Qtr 2,Patients,Health data,Informal Action Taken,Cyber,Phishing,10 to 99,Health,24 hours to 72 hours
BI69682,2025,Qtr 2,Patients,Location data,Informal Action Taken,Cyber,Phishing,10 to 99,Health,24 hours to 72 hours
BI69682,2025,Qtr 2,Employees,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,10 to 99,Health,24 hours to 72 hours
BI69682,2025,Qtr 2,Employees,Health data,Informal Action Taken,Cyber,Phishing,10 to 99,Health,24 hours to 72 hours
BI69682,2025,Qtr 2,Employees,Location data,Informal Action Taken,Cyber,Phishing,10 to 99,Health,24 hours to 72 hours
BI69682,2025,Qtr 2,Customers or prospective customers,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,10 to 99,Health,24 hours to 72 hours
BI69682,2025,Qtr 2,Customers or prospective customers,Health data,Informal Action Taken,Cyber,Phishing,10 to 99,Health,24 hours to 72 hours
BI69682,2025,Qtr 2,Customers or prospective customers,Location data,Informal Action Taken,Cyber,Phishing,10 to 99,Health,24 hours to 72 hours
BI69682,2025,Qtr 2,Children,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,10 to 99,Health,24 hours to 72 hours
BI69682,2025,Qtr 2,Children,Health data,Informal Action Taken,Cyber,Phishing,10 to 99,Health,24 hours to 72 hours
BI69682,2025,Qtr 2,Children,Location data,Informal Action Taken,Cyber,Phishing,10 to 99,Health,24 hours to 72 hours
BI69684,2025,Qtr 2,Patients,Basic personal identifiers,No Further Action,Non Cyber,Hardware/software misconfiguration,1 to 9,Health,More than 1 week
BI69684,2025,Qtr 2,Patients,Health data,No Further Action,Non Cyber,Hardware/software misconfiguration,1 to 9,Health,More than 1 week
BI69686,2025,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,More than 1 week
BI69687,2025,Qtr 2,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data of wrong data subject shown in client portal,1 to 9,Health,Less than 24 hours
BI69687,2025,Qtr 2,Patients,Health data,Informal Action Taken,Non Cyber,Data of wrong data subject shown in client portal,1 to 9,Health,Less than 24 hours
BI69689,2025,Qtr 2,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,10 to 99,Health,24 hours to 72 hours
BI69689,2025,Qtr 2,Employees,Economic and financial data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,10 to 99,Health,24 hours to 72 hours
